,Category,PP_Message,PP_Words,Message,Words,Words_Count,Chars_Count,Sents_Count,Punct_Count,All_Caps_Count,StopWords_Count,MeanLength,Comma_Count,QMark_Count,ExcMark_Count,Quotes_Count,Currency_Count
2793,ham,well still bit left guy want tonight,['well' 'still' 'bit' 'left' 'guy' 'want' 'tonight'],Well there's still a bit left if you guys want to tonight,"['Well', 'there', ""'s"", 'still', 'a', 'bit', 'left', 'if', 'you', 'guys', 'want', 'to', 'tonight']",12,57,1,1,0,5,3.5384615384615383,0,0,0,0,0
2794,ham,campu  librari ,['campu' '' 'librari' ''],Not from this campus. Are you in the library?,"['Not', 'from', 'this', 'campus', '.', 'Are', 'you', 'in', 'the', 'library', '?']",9,45,2,2,0,5,3.3636363636363638,0,1,0,0,0
2795,ham,affidavit say  lt    gt  e twigg st  divis g  courtroom  lt    gt    lt  time  gt   doubl check text tomorrow,"['affidavit' 'say' '' 'lt' '' '' '' 'gt' '' 'e' 'twigg' 'st' '' 'divis'
 'g' '' 'courtroom' '' 'lt' '' '' '' 'gt' '' '' '' 'lt' '' 'time' '' 'gt'
 '' '' 'doubl' 'check' 'text' 'tomorrow']","The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow","['The', 'affidavit', 'says', '&', 'lt', ';', '#', '&', 'gt', ';', 'E', 'Twiggs', 'St', ',', 'division', 'g', ',', 'courtroom', '&', 'lt', ';', '#', '&', 'gt', ';', ',', '&', 'lt', ';', 'TIME', '&', 'gt', ';', 'AM', '.', 'I', ""'ll"", 'double', 'check', 'and', 'text', 'you', 'again', 'tomorrow']",25,142,2,19,2,3,2.659090909090909,3,0,0,0,0
2796,ham,creep    ,['creep' '' '' '' ''],How will I creep on you now? ;_;,"['How', 'will', 'I', 'creep', 'on', 'you', 'now', '?', ';', '_', ';']",7,32,2,4,0,4,2.272727272727273,0,1,0,0,0
2797,ham,tell friend plan valentin day   lt  url  gt ,['tell' 'friend' 'plan' 'valentin' 'day' '' '' 'lt' '' 'url' '' 'gt' ''],Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,"['Tell', 'your', 'friends', 'what', 'you', 'plan', 'to', 'do', 'on', 'Valentines', 'day', '@', '&', 'lt', ';', 'URL', '&', 'gt', ';']",14,69,1,5,1,6,3.0,0,0,0,0,0
2798,ham,get ten billion call text help god,['get' 'ten' 'billion' 'call' 'text' 'help' 'god'],If I get there before you after your ten billion calls and texts so help me god,"['If', 'I', 'get', 'there', 'before', 'you', 'after', 'your', 'ten', 'billion', 'calls', 'and', 'texts', 'so', 'help', 'me', 'god']",17,79,1,0,0,8,3.7058823529411766,0,0,0,0,0
2799,ham,puriti friendship two smile read forward messag  smile see name  gud evng musthu,"['puriti' 'friendship' 'two' 'smile' 'read' 'forward' 'messag' '' 'smile'
 'see' 'name' '' 'gud' 'evng' 'musthu']",Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,"['Purity', 'of', 'friendship', 'between', 'two', 'is', 'not', 'about', 'smiling', 'after', 'reading', 'the', 'forwarded', 'message', '..', 'Its', 'about', 'smiling', 'just', 'by', 'seeing', 'the', 'name', '.', 'Gud', 'evng', 'musthu']",25,149,2,3,0,11,4.666666666666667,0,0,0,0,0
2800,ham,told return  order ,['told' 'return' '' 'order' ''],I've told him that i've returned it. That should i re order it.,"['I', ""'ve"", 'told', 'him', 'that', 'i', ""'ve"", 'returned', 'it', '.', 'That', 'should', 'i', 're', 'order', 'it', '.']",13,63,2,4,0,8,3.0,0,0,0,0,0
2801,ham,housemaid murder  coz man murder  lt    gt  th januari  public holiday govtinstituit close  includ post offic ,"['housemaid' 'murder' '' 'coz' 'man' 'murder' '' 'lt' '' '' '' 'gt' ''
 'th' 'januari' '' 'public' 'holiday' 'govtinstituit' 'close' '' 'includ'
 'post' 'offic' '']","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..","['House-Maid', 'is', 'the', 'murderer', ',', 'coz', 'the', 'man', 'was', 'murdered', 'on', '&', 'lt', ';', '#', '&', 'gt', ';', 'th', 'January', '..', 'As', 'public', 'holiday', 'all', 'govt.instituitions', 'are', 'closed', ',', 'including', 'post', 'office', '..']",22,155,1,13,0,7,4.03030303030303,2,0,0,0,0
2802,ham,depend u go lor ,['depend' 'u' 'go' 'lor' ''],Depends on where u going lor.,"['Depends', 'on', 'where', 'u', 'going', 'lor', '.']",6,29,1,1,0,2,3.4285714285714284,0,0,0,0,0
2803,ham,smile right go world wonder smile think crazi keep away   grin ,"['smile' 'right' 'go' 'world' 'wonder' 'smile' 'think' 'crazi' 'keep'
 'away' '' '' 'grin' '']",And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,"['And', 'smile', 'for', 'me', 'right', 'now', 'as', 'you', 'go', 'and', 'the', 'world', 'will', 'wonder', 'what', 'you', 'are', 'smiling', 'about', 'and', 'think', 'your', 'crazy', 'and', 'keep', 'away', 'from', 'you', '...', '*', 'grins', '*']",29,145,1,5,0,17,3.625,0,0,0,0,0
2804,spam,freemsg  fav xma tone  repli real,['freemsg' '' 'fav' 'xma' 'tone' '' 'repli' 'real'],FreeMsg>FAV XMAS TONES!Reply REAL,"['FreeMsg', '>', 'FAV', 'XMAS', 'TONES', '!', 'Reply', 'REAL']",6,33,1,2,4,0,3.75,0,0,1,0,0
2805,ham,lil fever   fine  ,['lil' 'fever' '' '' 'fine' '' ''],Lil fever:) now fine:),"['Lil', 'fever', ':', ')', 'now', 'fine', ':', ')']",4,22,1,4,0,1,2.375,0,0,0,0,0
2806,ham,think still car,['think' 'still' 'car'],I think it's all still in my car,"['I', 'think', 'it', ""'s"", 'all', 'still', 'in', 'my', 'car']",8,32,1,1,0,4,2.7777777777777777,0,0,0,0,0
2807,ham,,[''],Can a not?,"['Can', 'a', 'not', '?']",3,10,1,1,0,2,2.0,0,1,0,0,0
2808,spam,decemb  mobil mth  entitl updat latest colour camera mobil free  call mobil updat co free ,"['decemb' '' 'mobil' 'mth' '' 'entitl' 'updat' 'latest' 'colour' 'camera'
 'mobil' 'free' '' 'call' 'mobil' 'updat' 'co' 'free' '']",December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,"['December', 'only', '!', 'Had', 'your', 'mobile', '11mths+', '?', 'You', 'are', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'camera', 'mobile', 'for', 'Free', '!', 'Call', 'The', 'Mobile', 'Update', 'Co', 'FREE', 'on', '08002986906']",26,157,4,4,1,8,4.366666666666666,0,1,2,0,0
2809,ham,ye princess  want catch big strong hand ,['ye' 'princess' '' 'want' 'catch' 'big' 'strong' 'hand' ''],Yes princess! I want to catch you with my big strong hands...,"['Yes', 'princess', '!', 'I', 'want', 'to', 'catch', 'you', 'with', 'my', 'big', 'strong', 'hands', '...']",12,61,2,4,0,4,3.5714285714285716,0,0,1,0,0
2810,ham,oh yeah forgot  u take  shop ,['oh' 'yeah' 'forgot' '' 'u' 'take' '' 'shop' ''],Oh yeah I forgot. U can only take 2 out shopping at once.,"['Oh', 'yeah', 'I', 'forgot', '.', 'U', 'can', 'only', 'take', '2', 'out', 'shopping', 'at', 'once', '.']",13,57,2,2,0,5,3.0,0,0,0,0,0
2811,ham,mm ask call radio,['mm' 'ask' 'call' 'radio'],Mm so you asked me not to call radio,"['Mm', 'so', 'you', 'asked', 'me', 'not', 'to', 'call', 'radio']",9,36,1,0,0,5,3.111111111111111,0,0,0,0,0
2812,ham,thinkin someon good  drug,['thinkin' 'someon' 'good' '' 'drug'],Thinkin about someone is all good. No drugs for that,"['Thinkin', 'about', 'someone', 'is', 'all', 'good', '.', 'No', 'drugs', 'for', 'that']",10,52,2,1,0,5,3.909090909090909,0,0,0,0,0
2813,ham,say slowli  god  love  amp  need  clean heart bloodsend ten special peopl  amp  u c miracl tomorrow   pl  pl ,"['say' 'slowli' '' 'god' '' 'love' '' 'amp' '' 'need' '' 'clean' 'heart'
 'bloodsend' 'ten' 'special' 'peopl' '' 'amp' '' 'u' 'c' 'miracl'
 'tomorrow' '' '' 'pl' '' 'pl' '']","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","['Say', 'this', 'slowly.', '?', 'GOD', ',', 'I', 'LOVE', 'YOU', '&', 'amp', ';', 'I', 'NEED', 'YOU', ',', 'CLEAN', 'MY', 'HEART', 'WITH', 'YOUR', 'BLOOD.Send', 'this', 'to', 'Ten', 'special', 'people', '&', 'amp', ';', 'u', 'c', 'miracle', 'tomorrow', ',', 'do', 'it', ',', 'pls', ',', 'pls', 'do', 'it', '...']",31,163,2,15,10,7,3.0681818181818183,5,1,0,0,0
2814,ham,enjoy shower possess pour u ur love one  bcoz world lie  golden gift love truli ,"['enjoy' 'shower' 'possess' 'pour' 'u' 'ur' 'love' 'one' '' 'bcoz' 'world'
 'lie' '' 'golden' 'gift' 'love' 'truli' '']","Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..","['Enjoy', 'the', 'showers', 'of', 'possessiveness', 'poured', 'on', 'u', 'by', 'ur', 'loved', 'ones', ',', 'bcoz', 'in', 'this', 'world', 'of', 'lies', ',', 'it', 'is', 'a', 'golden', 'gift', 'to', 'be', 'loved', 'truly', '..']",27,133,1,4,0,12,3.566666666666667,2,0,0,0,0
2815,ham,alright sure  let know leav,['alright' 'sure' '' 'let' 'know' 'leav'],"Alright if you're sure, let me know when you're leaving","['Alright', 'if', 'you', ""'re"", 'sure', ',', 'let', 'me', 'know', 'when', 'you', ""'re"", 'leaving']",10,55,1,3,0,5,3.5384615384615383,1,0,0,0,0
2816,ham,last much  hour  might get lucki ,['last' 'much' '' 'hour' '' 'might' 'get' 'lucki' ''],Some are lasting as much as 2 hours. You might get lucky.,"['Some', 'are', 'lasting', 'as', 'much', 'as', '2', 'hours', '.', 'You', 'might', 'get', 'lucky', '.']",12,57,2,2,0,3,3.2857142857142856,0,0,0,0,0
2817,ham,geniu  brother  pl send number skype ,['geniu' '' 'brother' '' 'pl' 'send' 'number' 'skype' ''],Genius what's up. How your brother. Pls send his number to my skype.,"['Genius', 'what', ""'s"", 'up', '.', 'How', 'your', 'brother', '.', 'Pls', 'send', 'his', 'number', 'to', 'my', 'skype', '.']",13,68,3,4,0,6,3.2941176470588234,0,0,0,0,0
2818,spam,gr poli tone  mob direct u rpli poli titl  eg poli breath titl  crazyin  sleepingwith  finest  ymca  getzedcouk poboxowwq p,"['gr' 'poli' 'tone' '' 'mob' 'direct' 'u' 'rpli' 'poli' 'titl' '' 'eg'
 'poli' 'breath' 'titl' '' 'crazyin' '' 'sleepingwith' '' 'finest' ''
 'ymca' '' 'getzedcouk' 'poboxowwq' 'p']","Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p","['Gr8', 'Poly', 'tones', '4', 'ALL', 'mobs', 'direct', '2u', 'rply', 'with', 'POLY', 'TITLE', 'to', '8007', 'eg', 'POLY', 'BREATHE1', 'Titles', ':', 'CRAZYIN', ',', 'SLEEPINGWITH', ',', 'FINEST', ',', 'YMCA', ':', 'getzed.co.uk', 'POBox365O4W45WQ', '300p']",24,160,1,7,9,2,4.533333333333333,3,0,0,0,0
2819,ham,thk em find wtc far  weiyi goin  e rest dunno yet  r ur goin  dinner den might b abl join ,"['thk' 'em' 'find' 'wtc' 'far' '' 'weiyi' 'goin' '' 'e' 'rest' 'dunno'
 'yet' '' 'r' 'ur' 'goin' '' 'dinner' 'den' 'might' 'b' 'abl' 'join' '']",Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,"['Thk', 'some', 'of', 'em', 'find', 'wtc', 'too', 'far', '...', 'Weiyi', 'not', 'goin', '...', 'E', 'rest', 'i', 'dunno', 'yet', '...', 'R', 'ur', 'goin', '4', 'dinner', 'den', 'i', 'might', 'b', 'able', 'to', 'join', '...']",28,123,1,12,0,7,3.0,0,0,0,0,0
2820,ham,nt forget own privat properti  good boy alway   passion kiss ,"['nt' 'forget' 'own' 'privat' 'properti' '' 'good' 'boy' 'alway' '' ''
 'passion' 'kiss' '']",Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,"['Do', ""n't"", 'forget', 'who', 'owns', 'you', 'and', 'who', ""'s"", 'private', 'property', 'you', 'are', '...', 'And', 'be', 'my', 'good', 'boy', 'always', '..', '*', 'passionate', 'kiss', '*']",19,111,1,9,0,8,3.64,0,0,0,0,0
2821,spam,interflora  late order interflora flower christma call   place order midnight tomorrow ,"['interflora' '' 'late' 'order' 'interflora' 'flower' 'christma' 'call' ''
 '' 'place' 'order' 'midnight' 'tomorrow' '']",INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,"['INTERFLORA', '-', '\x93It', ""'s"", 'not', 'too', 'late', 'to', 'order', 'Interflora', 'flowers', 'for', 'christmas', 'call', '0800', '505060', 'to', 'place', 'your', 'order', 'before', 'Midnight', 'tomorrow', '.']",21,136,1,3,1,7,4.791666666666667,0,0,0,0,0
2822,ham,oh god  taken teeth  pain,['oh' 'god' '' 'taken' 'teeth' '' 'pain'],Oh god..taken the teeth?is it paining,"['Oh', 'god', '..', 'taken', 'the', 'teeth', '?', 'is', 'it', 'paining']",8,37,1,3,0,3,3.2,0,1,0,0,0
2823,spam,romcapspam everyon around respond well presenc sinc warm outgo  bring real breath sunshin ,"['romcapspam' 'everyon' 'around' 'respond' 'well' 'presenc' 'sinc' 'warm'
 'outgo' '' 'bring' 'real' 'breath' 'sunshin' '']",ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,"['ROMCAPspam', 'Everyone', 'around', 'should', 'be', 'responding', 'well', 'to', 'your', 'presence', 'since', 'you', 'are', 'so', 'warm', 'and', 'outgoing', '.', 'You', 'are', 'bringing', 'in', 'a', 'real', 'breath', 'of', 'sunshine', '.']",26,152,2,2,0,12,4.535714285714286,0,0,0,0,0
2824,ham,u ask darren go n pick u lor  oso sian tmr haf  meet lect ,"['u' 'ask' 'darren' 'go' 'n' 'pick' 'u' 'lor' '' 'oso' 'sian' 'tmr' 'haf'
 '' 'meet' 'lect' '']",Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,"['Then', 'u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', '...', 'But', 'i', 'oso', 'sian', 'tmr', 'haf', '2', 'meet', 'lect', '...']",18,74,1,6,0,1,2.85,0,0,0,0,0
2825,ham,need buy lunch  eat maggi mee ,['need' 'buy' 'lunch' '' 'eat' 'maggi' 'mee' ''],No need to buy lunch for me.. I eat maggi mee..,"['No', 'need', 'to', 'buy', 'lunch', 'for', 'me', '..', 'I', 'eat', 'maggi', 'mee', '..']",11,47,1,4,0,3,2.8461538461538463,0,0,0,0,0
2826,spam,congratul  thank good friend u  xma prize   claim easi  call   p per minut  btnationalr,"['congratul' '' 'thank' 'good' 'friend' 'u' '' 'xma' 'prize' '' '' 'claim'
 'easi' '' 'call' '' '' 'p' 'per' 'minut' '' 'btnationalr']","Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","['Congratulations', '-', 'Thanks', 'to', 'a', 'good', 'friend', 'U', 'have', 'WON', 'the', '£2,000', 'Xmas', 'prize', '.', '2', 'claim', 'is', 'easy', ',', 'just', 'call', '08712103738', 'NOW', '!', 'Only', '10p', 'per', 'minute', '.', 'BT-national-rate']",24,157,4,8,2,6,4.225806451612903,2,0,1,0,1
2827,ham,ok lor ,['ok' 'lor' ''],Ok lor...,"['Ok', 'lor', '...']",2,9,1,3,0,0,2.6666666666666665,0,0,0,0,0
2828,ham,oh right  ok  make sure load work day  got realli nasti cough today dri n shot realli help ,"['oh' 'right' '' 'ok' '' 'make' 'sure' 'load' 'work' 'day' '' 'got'
 'realli' 'nasti' 'cough' 'today' 'dri' 'n' 'shot' 'realli' 'help' '']","Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!","['Oh', 'right', ',', 'ok', '.', 'I', ""'ll"", 'make', 'sure', 'that', 'i', 'do', 'loads', 'of', 'work', 'during', 'the', 'day', '!', 'got', 'a', 'really', 'nasty', 'cough', 'today', 'and', 'is', 'dry', 'n', 'shot', 'so', 'that', 'should', 'really', 'help', 'it', '!']",32,149,3,5,0,13,3.1621621621621623,1,0,2,0,0
2829,ham,wifehow knew time murder exactli,['wifehow' 'knew' 'time' 'murder' 'exactli'],Wife.how she knew the time of murder exactly,"['Wife.how', 'she', 'knew', 'the', 'time', 'of', 'murder', 'exactly']",7,44,1,1,0,3,4.625,0,0,0,0,0
2830,spam,send logo  ur lover   name join heart  txt love name name mobno eg love adam eve   yahoo  poboxwwq txtno  ad p ,"['send' 'logo' '' 'ur' 'lover' '' '' 'name' 'join' 'heart' '' 'txt' 'love'
 'name' 'name' 'mobno' 'eg' 'love' 'adam' 'eve' '' '' 'yahoo' ''
 'poboxwwq' 'txtno' '' 'ad' 'p' '']",Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,"['Send', 'a', 'logo', '2', 'ur', 'lover', '-', '2', 'names', 'joined', 'by', 'a', 'heart', '.', 'Txt', 'LOVE', 'NAME1', 'NAME2', 'MOBNO', 'eg', 'LOVE', 'ADAM', 'EVE', '07123456789', 'to', '87077', 'Yahoo', '!', 'POBox36504W45WQ', 'TxtNO', '4', 'no', 'ads', '150p', '.']",31,160,3,4,7,5,3.6857142857142855,0,0,1,0,0
2831,ham,howz person stori,['howz' 'person' 'stori'],Howz that persons story,"['Howz', 'that', 'persons', 'story']",4,23,1,0,0,1,5.0,0,0,0,0,0
2832,ham,thanx  send home ,['thanx' '' 'send' 'home' ''],Thanx 4 sending me home...,"['Thanx', '4', 'sending', 'me', 'home', '...']",5,26,1,3,0,1,3.6666666666666665,0,0,0,0,0
2833,ham,normal hot mail  com see ,['normal' 'hot' 'mail' '' 'com' 'see' ''],Its normally hot mail. Com you see!,"['Its', 'normally', 'hot', 'mail', '.', 'Com', 'you', 'see', '!']",7,35,2,2,0,1,3.2222222222222223,0,0,1,0,0
2834,spam,tkt euro cup final  cash  collect call  b  pobox ppm,"['tkt' 'euro' 'cup' 'final' '' 'cash' '' 'collect' 'call' '' 'b' ''
 'pobox' 'ppm']","You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","['You', ""'ve"", 'won', 'tkts', 'to', 'the', 'EURO2004', 'CUP', 'FINAL', 'or', '£800', 'CASH', ',', 'to', 'collect', 'CALL', '09058099801', 'b4190604', ',', 'POBOX', '7876150ppm']",18,110,1,3,6,5,4.428571428571429,2,0,0,0,1
2835,ham,u sick still go shop ,['u' 'sick' 'still' 'go' 'shop' ''],U sick still can go shopping?,"['U', 'sick', 'still', 'can', 'go', 'shopping', '?']",6,29,1,1,0,1,3.4285714285714284,0,1,0,0,0
2836,ham,ya well fine  bbd  pooja  full pimpl  even becom quit black  ur rite cold  wear sweatter ,"['ya' 'well' 'fine' '' 'bbd' '' 'pooja' '' 'full' 'pimpl' '' 'even'
 'becom' 'quit' 'black' '' 'ur' 'rite' 'cold' '' 'wear' 'sweatter' '']","Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..","['Ya', 'they', 'are', 'well', 'and', 'fine.', ',', 'BBD', '(', 'pooja', ')', 'full', 'pimples', '..', 'even', 'she', 'become', 'quite', 'black', '..', 'and', 'ur', 'rite', 'here', 'its', 'too', 'cold', ',', 'wearing', 'sweatter', '..']",23,131,1,11,1,8,3.5806451612903225,2,0,0,0,0
2837,ham,nicenicehow work ,['nicenicehow' 'work' ''],Nice.nice.how is it working?,"['Nice.nice.how', 'is', 'it', 'working', '?']",3,28,1,3,0,2,5.0,0,1,0,0,0
2838,ham, reach home call ,['' 'reach' 'home' 'call' ''],1's reach home call me.,"['1', ""'s"", 'reach', 'home', 'call', 'me', '.']",5,23,1,2,0,1,2.7142857142857144,0,0,0,0,0
2839,ham,tri find chines food place around,['tri' 'find' 'chines' 'food' 'place' 'around'],Were trying to find a Chinese food place around here,"['Were', 'trying', 'to', 'find', 'a', 'Chinese', 'food', 'place', 'around', 'here']",10,52,1,0,0,3,4.3,0,0,0,0,0
2840,ham,easi mate   guess quick drink bit ambiti ,['easi' 'mate' '' '' 'guess' 'quick' 'drink' 'bit' 'ambiti' ''],"Easy mate, * guess the quick drink was bit ambitious.","['Easy', 'mate', ',', '*', 'guess', 'the', 'quick', 'drink', 'was', 'bit', 'ambitious', '.']",9,53,1,3,0,2,3.6666666666666665,1,0,0,0,0
2841,ham,babe    miiiiiiissssssssss  need    crave        geeee  sad without babe  love ,"['babe' '' '' '' 'miiiiiiissssssssss' '' 'need' '' '' '' 'crave' '' '' ''
 '' '' '' '' 'geeee' '' 'sad' 'without' 'babe' '' 'love' '']",BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,"['BABE', '!', '!', '!', 'I', 'miiiiiiissssssssss', 'you', '!', 'I', 'need', 'you', '!', '!', '!', 'I', 'crave', 'you', '!', '!', '!', ':', '-', '(', '...', 'Geeee', '...', 'I', ""'m"", 'so', 'sad', 'without', 'you', 'babe', '...', 'I', 'love', 'you', '...']",20,131,5,26,1,6,2.710526315789474,0,0,10,0,0
2842,ham,ok thanx ,['ok' 'thanx' ''],Ok thanx...,"['Ok', 'thanx', '...']",2,11,1,3,0,0,3.3333333333333335,0,0,0,0,0
2843,ham,aathi  dear ,['aathi' '' 'dear' ''],aathi..where are you dear..,"['aathi', '..', 'where', 'are', 'you', 'dear', '..']",5,27,1,4,0,3,3.4285714285714284,0,0,0,0,0
2844,ham,tunji  queen   wish great day  abiola ,['tunji' '' 'queen' '' '' 'wish' 'great' 'day' '' 'abiola' ''],"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.","['Tunji', ',', 'how', ""'s"", 'the', 'queen', '?', 'how', 'are', 'you', 'doing', '.', 'This', 'is', 'just', 'wishing', 'you', 'a', 'great', 'day', '.', 'Abiola', '.']",17,88,4,6,0,10,3.130434782608696,1,1,0,0,0
2845,ham,today iz yellow rose day  u love frndship give  misscal  amp  send ur frndz  amp  see mani miss call u get  u get miss u marri ur lover ,"['today' 'iz' 'yellow' 'rose' 'day' '' 'u' 'love' 'frndship' 'give' ''
 'misscal' '' 'amp' '' 'send' 'ur' 'frndz' '' 'amp' '' 'see' 'mani' 'miss'
 'call' 'u' 'get' '' 'u' 'get' 'miss' 'u' 'marri' 'ur' 'lover' '']",Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,"['Today', 'iZ', 'Yellow', 'rose', 'day', '.', 'If', 'u', 'love', 'my', 'frndship', 'give', 'me', '1', 'misscall', '&', 'amp', ';', 'send', 'this', 'to', 'ur', 'frndZ', '&', 'amp', ';', 'See', 'how', 'many', 'miss', 'calls', 'u', 'get', '.', 'If', 'u', 'get', '6missed', 'U', 'marry', 'ur', 'Lover', '.']",36,166,3,7,0,5,3.046511627906977,0,0,0,0,0
2846,ham,class hour  sorri,['class' 'hour' '' 'sorri'],Will be out of class in a few hours. Sorry,"['Will', 'be', 'out', 'of', 'class', 'in', 'a', 'few', 'hours', '.', 'Sorry']",10,42,2,1,0,6,3.0,0,0,0,0,0
2847,ham,wat time u finish ur lect today ,['wat' 'time' 'u' 'finish' 'ur' 'lect' 'today' ''],Wat time u finish ur lect today?,"['Wat', 'time', 'u', 'finish', 'ur', 'lect', 'today', '?']",7,32,1,1,0,0,3.25,0,1,0,0,0
2848,spam,freemessag  jamster  get crazi frog sound  poli text mad  real text mad    crazi sound  gbpweek    c appli,"['freemessag' '' 'jamster' '' 'get' 'crazi' 'frog' 'sound' '' 'poli'
 'text' 'mad' '' 'real' 'text' 'mad' '' '' '' 'crazi' 'sound' '' 'gbpweek'
 '' '' '' 'c' 'appli']","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","['Free-message', ':', 'Jamster', '!', 'Get', 'the', 'crazy', 'frog', 'sound', 'now', '!', 'For', 'poly', 'text', 'MAD1', ',', 'for', 'real', 'text', 'MAD2', 'to', '88888', '.', '6', 'crazy', 'sounds', 'for', 'just', '3', 'GBP/week', '!', '16+only', '!', 'T', '&', 'C', ""'s"", 'apply']",26,157,5,12,2,6,3.4473684210526314,1,0,4,0,0
